OHE_gen__Gender_Male,OHE_geo__Geography_France,OHE_geo__Geography_Germany,OHE_geo__Geography_Spain,remainder__CreditScore,remainder__Age,remainder__Tenure,remainder__Balance,remainder__NumOfProducts,remainder__HasCrCard,remainder__IsActiveMember,remainder__EstimatedSalary,Exited
0.9132475520046538,1.0015011266894296,-0.5794672272789917,-0.5763880180722247,0.3564997084691048,-0.6557858973542297,0.3456796638494551,-1.2184705569895777,0.8084361535388407,0.6492026709982338,0.9748169889123993,1.367669742064447,0
0.9132475520046538,-0.9985011233144239,1.7257231348452915,-0.5763880180722247,-0.20389776790135372,0.2949384654513656,-0.3483691028203003,0.696837654732055,0.8084361535388407,0.6492026709982338,0.9748169889123993,1.66125410217193,0
0.9132475520046538,-0.9985011233144239,-0.5794672272789917,1.7349423802123856,-0.9614721341058624,-1.4163653875987057,-0.695393486155178,0.6186290946563477,-0.916687673697949,0.6492026709982338,-1.0258335783783126,-0.2528068765327058,1
-1.0949933539978836,1.0015011266894296,-0.5794672272789917,-0.5763880180722247,-0.9407166720180676,-1.1311480787570272,1.386752813854088,0.9532120226243735,-0.916687673697949,0.6492026709982338,-1.0258335783783126,0.9153927215460437,1
0.9132475520046538,1.0015011266894296,-0.5794672272789917,-0.5763880180722247,-1.3973368379495523,1.6259525733791989,1.386752813854088,1.0574486876325373,-0.916687673697949,-1.540351025454494,-1.0258335783783126,-1.0596001909769865,1
0.9132475520046538,1.0015011266894296,-0.5794672272789917,-0.5763880180722247,-0.8576948236668887,0.19986602917080606,-0.3483691028203003,0.70674669600912,-0.916687673697949,0.6492026709982338,-1.0258335783783126,1.0904700584525864,1
-1.0949933539978836,1.0015011266894296,-0.5794672272789917,-0.5763880180722247,0.3253665153374126,0.10479359289024653,-1.3894422528249333,-1.2184705569895777,0.8084361535388407,-1.540351025454494,-1.0258335783783126,-0.42891680778868135,0
-1.0949933539978836,1.0015011266894296,-0.5794672272789917,-0.5763880180722247,1.1140740746736135,0.5801557742930441,1.0397284305192105,-1.2184705569895777,0.8084361535388407,0.6492026709982338,0.9748169889123993,-0.020517136186185635,0
-1.0949933539978836,1.0015011266894296,-0.5794672272789917,-0.5763880180722247,-2.3417103629442138,-0.4656410247931106,-0.695393486155178,-1.2184705569895777,0.8084361535388407,0.6492026709982338,0.9748169889123993,-0.681565469729214,0
0.9132475520046538,1.0015011266894296,-0.5794672272789917,-0.5763880180722247,-0.5256074302621725,3.33725642642927,-1.0424178694900557,-1.2184705569895777,0.8084361535388407,-1.540351025454494,0.9748169889123993,-0.8498032382710505,0
-1.0949933539978836,1.0015011266894296,-0.5794672272789917,-0.5763880180722247,0.8650085296200763,1.3407352645375203,1.0397284305192105,0.7644161986745733,0.8084361535388407,-1.540351025454494,0.9748169889123993,1.2174779463659062,1
-1.0949933539978836,-0.9985011233144239,-0.5794672272789917,1.7349423802123856,0.15932281863505457,0.009721156609687016,-1.0424178694900557,-1.2184705569895777,0.8084361535388407,0.6492026709982338,-1.0258335783783126,-1.038158949156468,1
0.9132475520046538,1.0015011266894296,-0.5794672272789917,-0.5763880180722247,0.9272749158834607,-0.6557858973542297,-0.0013447194854225993,-1.2184705569895777,-0.916687673697949,0.6492026709982338,0.9748169889123993,-0.6188274085995032,0
-1.0949933539978836,1.0015011266894296,-0.5794672272789917,-0.5763880180722247,-1.4596032242129366,-0.8459307699153487,-0.0013447194854225993,-1.2184705569895777,0.8084361535388407,0.6492026709982338,-1.0258335783783126,0.7574254330202617,0
-1.0949933539978836,1.0015011266894296,-0.5794672272789917,-0.5763880180722247,-1.4907364173446287,0.19986602917080606,-0.0013447194854225993,-1.2184705569895777,0.8084361535388407,0.6492026709982338,0.9748169889123993,-0.10884837600532506,0
-1.0949933539978836,1.0015011266894296,-0.5794672272789917,-0.5763880180722247,-1.2728040654227837,-0.7508583336347892,0.6927040471843328,-1.2184705569895777,0.8084361535388407,0.6492026709982338,0.9748169889123993,1.308635215576472,0
-1.0949933539978836,1.0015011266894296,-0.5794672272789917,-0.5763880180722247,0.22158920489843884,0.4850833380124846,1.0397284305192105,0.9181154533623641,-0.916687673697949,-1.540351025454494,0.9748169889123993,-1.646919305890094,0
0.9132475520046538,-0.9985011233144239,-0.5794672272789917,1.7349423802123856,-1.418092300037347,0.10479359289024653,1.733777197188966,0.7245589218016436,-0.916687673697949,0.6492026709982338,-1.0258335783783126,0.6594590221180244,0
0.9132475520046538,-0.9985011233144239,1.7257231348452915,-0.5763880180722247,2.058447599668275,0.9604455194152822,1.0397284305192105,0.3610063499145522,-0.916687673697949,0.6492026709982338,-1.0258335783783126,0.32588862377566696,1
0.9132475520046538,-0.9985011233144239,1.7257231348452915,-0.5763880180722247,-0.2557864231208406,-1.0360756424764677,-0.0013447194854225993,-0.08013355565656097,-0.916687673697949,0.6492026709982338,0.9748169889123993,0.5228728175335047,0
0.9132475520046538,1.0015011266894296,-0.5794672272789917,-0.5763880180722247,-0.1623868437257642,-0.27549615223199153,-0.0013447194854225993,0.6637661554190237,0.8084361535388407,0.6492026709982338,0.9748169889123993,0.19372245851616518,0
0.9132475520046538,1.0015011266894296,-0.5794672272789917,-0.5763880180722247,1.5188055853856113,-1.0360756424764677,-0.695393486155178,-1.2184705569895777,0.8084361535388407,0.6492026709982338,-1.0258335783783126,-1.7060847540054678,0
0.9132475520046538,-0.9985011233144239,1.7257231348452915,-0.5763880180722247,0.5017879430836681,-0.37056858851255103,-0.3483691028203003,0.3162370615801497,0.8084361535388407,0.6492026709982338,-1.0258335783783126,1.608303171623786,0
0.9132475520046538,1.0015011266894296,-0.5794672272789917,-0.5763880180722247,-1.4284700310812444,-0.37056858851255103,-0.695393486155178,0.7193539092327521,-0.916687673697949,0.6492026709982338,-1.0258335783783126,-1.5721481041087757,0
-1.0949933539978836,1.0015011266894296,-0.5794672272789917,-0.5763880180722247,0.6366984466543341,-0.18042371595143203,1.0397284305192105,-1.2184705569895777,-0.916687673697949,0.6492026709982338,0.9748169889123993,-1.4609650419072473,0
0.9132475520046538,-0.9985011233144239,1.7257231348452915,-0.5763880180722247,-1.9162233901444212,-1.0360756424764677,1.733777197188966,0.803961741582397,-0.916687673697949,0.6492026709982338,-1.0258335783783126,-1.1837192836190775,1
